copy_pattern,size,bytes,stride,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,correct
strided,4194304,16777216,8,10,0.044390,0.039200,755.894,PASS
strided,4194304,16777216,8,50,0.043548,0.037664,770.513,PASS
strided,4194304,16777216,8,100,0.043349,0.038624,774.057,PASS
strided,4194304,16777216,16,10,0.047366,0.040768,708.402,PASS
strided,4194304,16777216,16,50,0.043605,0.039264,769.507,PASS
strided,4194304,16777216,16,100,0.042806,0.039872,783.865,PASS
strided,4194304,16777216,32,10,0.049984,0.047584,671.303,PASS
strided,4194304,16777216,32,50,0.048992,0.046784,684.896,PASS
strided,4194304,16777216,32,100,0.048997,0.044928,684.829,PASS
strided,4194304,16777216,64,10,0.052829,0.048672,635.154,PASS
strided,4194304,16777216,64,50,0.049195,0.045568,682.072,PASS
strided,4194304,16777216,64,100,0.049475,0.044800,678.216,PASS
contiguous,16777216,67108864,1,10,0.031533,0.029472,4256.448,PASS
contiguous,16777216,67108864,1,50,0.030726,0.028768,4368.157,PASS
contiguous,16777216,67108864,1,100,0.030640,0.028544,4380.474,PASS
strided,16777216,67108864,2,10,0.120243,0.116896,1116.219,PASS
strided,16777216,67108864,2,50,0.118559,0.115072,1132.072,PASS
strided,16777216,67108864,2,100,0.118599,0.115168,1131.696,PASS
strided,16777216,67108864,4,10,0.123155,0.119264,1089.826,PASS
strided,16777216,67108864,4,50,0.121676,0.117824,1103.079,PASS
strided,16777216,67108864,4,100,0.120545,0.116192,1113.428,PASS
strided,16777216,67108864,8,10,0.125635,0.122560,1068.313,PASS
strided,16777216,67108864,8,50,0.124567,0.120928,1077.474,PASS
strided,16777216,67108864,8,100,0.123708,0.120896,1084.960,PASS
strided,16777216,67108864,16,10,0.141293,0.136608,949.926,PASS
strided,16777216,67108864,16,50,0.139474,0.135680,962.314,PASS
strided,16777216,67108864,16,100,0.139438,0.134656,962.562,PASS
strided,16777216,67108864,32,10,0.156339,0.152512,858.503,PASS
strided,16777216,67108864,32,50,0.153482,0.150464,874.484,PASS
strided,16777216,67108864,32,100,0.152806,0.148768,878.351,PASS
strided,16777216,67108864,64,10,0.121424,0.117536,1105.364,PASS
strided,16777216,67108864,64,50,0.120353,0.115872,1115.198,PASS
strided,16777216,67108864,64,100,0.120348,0.116288,1115.245,PASS
contiguous,67108864,268435456,1,10,0.090691,0.088352,5919.768,PASS
contiguous,67108864,268435456,1,50,0.089985,0.088160,5966.251,PASS
contiguous,67108864,268435456,1,100,0.089952,0.088256,5968.416,PASS
strided,67108864,268435456,2,10,0.391600,0.383552,1370.968,PASS
strided,67108864,268435456,2,50,0.387795,0.383136,1384.421,PASS
strided,67108864,268435456,2,100,0.387752,0.382240,1384.573,PASS
strided,67108864,268435456,4,10,0.430256,0.423840,1247.794,PASS
strided,67108864,268435456,4,50,0.424394,0.420096,1265.031,PASS
strided,67108864,268435456,4,100,0.424590,0.419776,1264.444,PASS
strided,67108864,268435456,8,10,0.533549,0.526112,1006.226,PASS
strided,67108864,268435456,8,50,0.529404,0.523744,1014.104,PASS
strided,67108864,268435456,8,100,0.529267,0.523392,1014.366,PASS
strided,67108864,268435456,16,10,0.815840,0.811552,658.059,PASS
strided,67108864,268435456,16,50,0.815334,0.806848,658.468,PASS
strided,67108864,268435456,16,100,0.814234,0.808064,659.357,PASS
strided,67108864,268435456,32,10,1.383325,1.375872,388.102,PASS
strided,67108864,268435456,32,50,1.381695,1.375936,388.560,PASS
strided,67108864,268435456,32,100,1.380219,1.373312,388.975,PASS
strided,67108864,268435456,64,10,0.860480,0.844160,623.920,PASS
strided,67108864,268435456,64,50,0.857119,0.842400,626.367,PASS
strided,67108864,268435456,64,100,0.854049,0.840800,628.619,PASS
