framework,copy_pattern,size,bytes,stride,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,correct
cuda,contiguous,16777216,67108864,1,50,0.052847,0.049472,2539.724,PASS
cuda,contiguous,16777216,67108864,1,100,0.052605,0.050592,2551.419,PASS
cuda,strided,16777216,67108864,2,10,0.056602,0.055008,2371.271,PASS
cuda,strided,16777216,67108864,2,50,0.057381,0.054720,2339.058,PASS
cuda,strided,16777216,67108864,2,100,0.056984,0.054816,2355.371,PASS
cuda,strided,16777216,67108864,4,10,0.050630,0.049120,2650.932,PASS
cuda,strided,16777216,67108864,4,50,0.051160,0.048672,2623.506,PASS
cuda,strided,16777216,67108864,4,100,0.050779,0.048512,2643.197,PASS
cuda,strided,16777216,67108864,8,10,0.049430,0.047040,2715.287,PASS
cuda,strided,16777216,67108864,8,50,0.050048,0.047040,2681.780,PASS
cuda,strided,16777216,67108864,8,100,0.049709,0.047136,2700.045,PASS
cuda,strided,16777216,67108864,16,10,0.056173,0.052960,2389.372,PASS
cuda,strided,16777216,67108864,16,50,0.055853,0.054112,2403.062,PASS
cuda,strided,16777216,67108864,16,100,0.055544,0.053536,2416.407,PASS
cuda,strided,16777216,67108864,32,10,0.075414,0.074464,1779.736,PASS
cuda,strided,16777216,67108864,32,50,0.075696,0.073440,1773.115,PASS
cuda,strided,16777216,67108864,32,100,0.075429,0.073056,1779.397,PASS
cuda,strided,16777216,67108864,64,10,0.071398,0.069888,1879.842,PASS
cuda,strided,16777216,67108864,64,50,0.072583,0.069600,1849.161,PASS
cuda,strided,16777216,67108864,64,100,0.071830,0.069600,1868.545,PASS
cuda,contiguous,67108864,268435456,1,10,0.187142,0.185408,2868.783,PASS
cuda,contiguous,67108864,268435456,1,50,0.187705,0.184512,2860.185,PASS
cuda,contiguous,67108864,268435456,1,100,0.187244,0.184576,2867.228,PASS
cuda,strided,67108864,268435456,2,10,0.221446,0.220064,2424.383,PASS
cuda,strided,67108864,268435456,2,50,0.221251,0.218624,2426.529,PASS
cuda,strided,67108864,268435456,2,100,0.221048,0.218528,2428.750,PASS
cuda,strided,67108864,268435456,4,10,0.241856,0.240800,2219.796,PASS
cuda,strided,67108864,268435456,4,50,0.242171,0.239616,2216.904,PASS
cuda,strided,67108864,268435456,4,100,0.241436,0.239232,2223.656,PASS
cuda,strided,67108864,268435456,8,10,0.328214,0.326304,1635.732,PASS
cuda,strided,67108864,268435456,8,50,0.328155,0.325120,1636.029,PASS
cuda,strided,67108864,268435456,8,100,0.327660,0.325088,1638.500,PASS
cuda,strided,67108864,268435456,16,10,0.620560,0.616928,865.139,PASS
cuda,strided,67108864,268435456,16,50,0.619058,0.616160,867.239,PASS
cuda,strided,67108864,268435456,16,100,0.618291,0.615392,868.315,PASS
cuda,strided,67108864,268435456,32,10,1.199757,1.197216,447.483,PASS
cuda,strided,67108864,268435456,32,50,1.198334,1.194016,448.014,PASS
cuda,strided,67108864,268435456,32,100,1.197433,1.193312,448.352,PASS
cuda,strided,67108864,268435456,64,10,1.200147,1.197568,447.338,PASS
cuda,strided,67108864,268435456,64,50,1.199350,1.195680,447.635,PASS
cuda,strided,67108864,268435456,64,100,1.199554,1.195776,447.559,PASS
pytorch,contiguous,1048576,4194304,1,10,0.028205,0.021760,297.418,PASS
pytorch,contiguous,1048576,4194304,1,50,0.019110,0.016864,438.970,PASS
pytorch,contiguous,1048576,4194304,1,100,0.018112,0.015232,463.144,PASS
pytorch,strided,1048576,4194304,2,10,0.052662,0.042880,159.290,PASS
pytorch,strided,1048576,4194304,2,50,0.047216,0.040224,177.665,PASS
pytorch,strided,1048576,4194304,2,100,0.047403,0.041216,176.964,PASS
pytorch,strided,1048576,4194304,4,10,0.047258,0.039040,177.508,PASS
pytorch,strided,1048576,4194304,4,50,0.046712,0.041088,179.583,PASS
pytorch,strided,1048576,4194304,4,100,0.043201,0.035936,194.178,PASS
pytorch,strided,1048576,4194304,8,10,0.047050,0.039136,178.293,PASS
pytorch,strided,1048576,4194304,8,50,0.045244,0.039136,185.408,PASS
pytorch,strided,1048576,4194304,8,100,0.042594,0.037408,196.942,PASS
pytorch,strided,1048576,4194304,16,10,0.045715,0.038720,183.497,PASS
pytorch,strided,1048576,4194304,16,50,0.045868,0.039744,182.885,PASS
pytorch,strided,1048576,4194304,16,100,0.043356,0.037408,193.484,PASS
pytorch,strided,1048576,4194304,32,10,0.045107,0.041152,185.970,PASS
pytorch,strided,1048576,4194304,32,50,0.043527,0.037056,192.722,PASS
pytorch,strided,1048576,4194304,32,100,0.042465,0.035072,197.540,PASS
pytorch,strided,1048576,4194304,64,10,0.045254,0.041472,185.366,PASS
pytorch,strided,1048576,4194304,64,50,0.042404,0.037216,197.824,PASS
pytorch,strided,1048576,4194304,64,100,0.041608,0.036128,201.610,PASS
pytorch,contiguous,4194304,16777216,1,10,0.017098,0.015328,1962.523,PASS
pytorch,contiguous,4194304,16777216,1,50,0.016065,0.014048,2088.714,PASS
pytorch,contiguous,4194304,16777216,1,100,0.015376,0.013568,2182.215,PASS
pytorch,strided,4194304,16777216,2,10,0.047459,0.041440,707.016,PASS
pytorch,strided,4194304,16777216,2,50,0.045311,0.038656,740.541,PASS
pytorch,strided,4194304,16777216,2,100,0.045140,0.038624,743.339,PASS
pytorch,strided,4194304,16777216,4,10,0.047997,0.043616,699.097,PASS
pytorch,strided,4194304,16777216,4,50,0.045027,0.038016,745.204,PASS
pytorch,strided,4194304,16777216,4,100,0.045583,0.038976,736.122,PASS
pytorch,strided,4194304,16777216,8,10,0.044234,0.040768,758.573,PASS
pytorch,strided,4194304,16777216,8,50,0.044833,0.039040,748.438,PASS
pytorch,strided,4194304,16777216,8,100,0.044574,0.039232,752.779,PASS
pytorch,strided,4194304,16777216,16,10,0.045549,0.040768,736.670,PASS
pytorch,strided,4194304,16777216,16,50,0.044147,0.039616,760.058,PASS
pytorch,strided,4194304,16777216,16,100,0.044723,0.039648,750.269,PASS
pytorch,strided,4194304,16777216,32,10,0.050157,0.046976,668.991,PASS
pytorch,strided,4194304,16777216,32,50,0.048856,0.046208,686.798,PASS
pytorch,strided,4194304,16777216,32,100,0.049425,0.046208,678.896,PASS
pytorch,strided,4194304,16777216,64,10,0.049866,0.047392,672.897,PASS
pytorch,strided,4194304,16777216,64,50,0.049727,0.045920,674.777,PASS
pytorch,strided,4194304,16777216,64,100,0.049107,0.045696,683.294,PASS
pytorch,contiguous,16777216,67108864,1,10,0.032496,0.030144,4130.285,PASS
pytorch,contiguous,16777216,67108864,1,50,0.031207,0.029536,4300.880,PASS
pytorch,contiguous,16777216,67108864,1,100,0.031347,0.029280,4281.693,PASS
pytorch,strided,16777216,67108864,2,10,0.120810,0.116480,1110.986,PASS
pytorch,strided,16777216,67108864,2,50,0.118569,0.115616,1131.980,PASS
pytorch,strided,16777216,67108864,2,100,0.118859,0.115104,1129.222,PASS
pytorch,strided,16777216,67108864,4,10,0.122995,0.117696,1091.244,PASS
pytorch,strided,16777216,67108864,4,50,0.121892,0.118368,1101.122,PASS
pytorch,strided,16777216,67108864,4,100,0.120661,0.116416,1112.350,PASS
pytorch,strided,16777216,67108864,8,10,0.125539,0.122144,1069.130,PASS
pytorch,strided,16777216,67108864,8,50,0.124680,0.121152,1076.495,PASS
pytorch,strided,16777216,67108864,8,100,0.124691,0.121248,1076.404,PASS
pytorch,strided,16777216,67108864,16,10,0.140950,0.136928,952.234,PASS
pytorch,strided,16777216,67108864,16,50,0.138883,0.135680,966.412,PASS
pytorch,strided,16777216,67108864,16,100,0.139167,0.135808,964.434,PASS
pytorch,strided,16777216,67108864,32,10,0.155261,0.150560,864.466,PASS
pytorch,strided,16777216,67108864,32,50,0.153316,0.149184,875.433,PASS
pytorch,strided,16777216,67108864,32,100,0.153046,0.149952,876.974,PASS
pytorch,strided,16777216,67108864,64,10,0.122861,0.118784,1092.437,PASS
pytorch,strided,16777216,67108864,64,50,0.120846,0.117504,1110.650,PASS
pytorch,strided,16777216,67108864,64,100,0.121358,0.116960,1105.964,PASS
pytorch,contiguous,67108864,268435456,1,10,0.092205,0.090080,5822.592,PASS
pytorch,contiguous,67108864,268435456,1,50,0.090746,0.088384,5916.178,PASS
pytorch,contiguous,67108864,268435456,1,100,0.090758,0.088896,5915.406,PASS
pytorch,strided,67108864,268435456,2,10,0.389750,0.384352,1377.474,PASS
pytorch,strided,67108864,268435456,2,50,0.387892,0.383776,1384.074,PASS
pytorch,strided,67108864,268435456,2,100,0.387531,0.383712,1385.363,PASS
pytorch,strided,67108864,268435456,4,10,0.428144,0.421344,1253.949,PASS
pytorch,strided,67108864,268435456,4,50,0.424150,0.419712,1265.758,PASS
pytorch,strided,67108864,268435456,4,100,0.423610,0.419968,1267.371,PASS
pytorch,strided,67108864,268435456,8,10,0.529578,0.523776,1013.772,PASS
pytorch,strided,67108864,268435456,8,50,0.525402,0.519840,1021.828,PASS
pytorch,strided,67108864,268435456,8,100,0.526282,0.520736,1020.121,PASS
pytorch,strided,67108864,268435456,16,10,0.821827,0.816288,653.265,PASS
pytorch,strided,67108864,268435456,16,50,0.819075,0.809056,655.460,PASS
pytorch,strided,67108864,268435456,16,100,0.817713,0.809056,656.552,PASS
pytorch,strided,67108864,268435456,32,10,1.402461,1.394624,382.806,PASS
pytorch,strided,67108864,268435456,32,50,1.398874,1.391808,383.788,PASS
pytorch,strided,67108864,268435456,32,100,1.399735,1.391104,383.552,PASS
pytorch,strided,67108864,268435456,64,10,0.873280,0.863296,614.775,PASS
pytorch,strided,67108864,268435456,64,50,0.882502,0.864000,608.351,PASS
pytorch,strided,67108864,268435456,64,100,0.878565,0.858272,611.077,PASS
